Nome da Loja;Estado;Produto;Quantidade;Data;Preço do Produto
Loja E;MG;Produto X;6;2024-01-04 00:00:00;198,47
Loja E;PR;Produto W;6;2024-09-05 00:00:00;304,76
Loja D;RS;Produto V;19;2024-01-30 00:00:00;264,2
Loja B;PR;Produto Z;7;2024-07-09 00:00:00;303,33
Loja A;RJ;Produto Y;4;2023-04-29 00:00:00;10,47
Loja D;RJ;Produto W;5;2024-11-30 00:00:00;72,48
Loja C;PR;Produto Y;1;2023-07-09 00:00:00;263,39
Loja D;RS;Produto W;18;2024-09-13 00:00:00;122,54
Loja D;PR;Produto W;17;2024-02-20 00:00:00;47,4
Loja B;RJ;Produto Z;9;2023-04-16 00:00:00;116,67
Loja C;RS;Produto W;9;2023-06-14 00:00:00;392,13
Loja D;RJ;Produto Z;10;2024-09-29 00:00:00;275,43
Loja A;RS;Produto X;17;2023-12-12 00:00:00;103,14
Loja A;RS;Produto Y;13;2023-04-08 00:00:00;17,83
Loja E;PR;Produto Z;4;2024-04-30 00:00:00;185,22
Loja C;PR;Produto Y;18;2023-11-27 00:00:00;185,16
Loja C;PR;Produto V;18;2024-01-05 00:00:00;370,21
Loja E;RS;Produto X;9;2024-03-17 00:00:00;460,52
Loja D;RS;Produto V;3;2023-04-30 00:00:00;192,29
Loja C;RJ;Produto V;7;2023-10-26 00:00:00;347,19
Loja A;MG;Produto W;15;2023-05-23 00:00:00;321,1
Loja A;PR;Produto W;9;2024-12-07 00:00:00;216,82
Loja B;RJ;Produto V;9;2024-10-03 00:00:00;42,29
Loja C;RJ;Produto W;4;2024-09-07 00:00:00;242
Loja D;SP;Produto Y;18;2023-04-03 00:00:00;183,53
Loja E;PR;Produto W;17;2023-10-24 00:00:00;279,6
Loja E;RJ;Produto V;6;2024-03-22 00:00:00;71,44
Loja D;SP;Produto W;7;2024-04-24 00:00:00;364,88
Loja B;PR;Produto W;10;2024-12-12 00:00:00;396
Loja E;RS;Produto Z;10;2023-09-15 00:00:00;200,35
Loja C;SP;Produto Z;6;2024-06-05 00:00:00;95,89
Loja B;RS;Produto V;6;2024-11-13 00:00:00;315,55
Loja C;MG;Produto Y;19;2024-01-10 00:00:00;478,35
Loja A;MG;Produto X;8;2024-03-02 00:00:00;353,25
Loja B;MG;Produto X;9;2023-04-11 00:00:00;70,51
Loja E;MG;Produto V;1;2024-09-13 00:00:00;204,64
Loja B;RJ;Produto Y;16;2023-09-01 00:00:00;458,53
Loja B;MG;Produto Y;6;2023-01-23 00:00:00;320,87
Loja B;RJ;Produto Y;8;2023-12-20 00:00:00;82,1
Loja B;RJ;Produto Z;15;2024-04-10 00:00:00;365,05
Loja C;PR;Produto V;12;2023-08-13 00:00:00;183,22
Loja A;RJ;Produto X;10;2024-03-19 00:00:00;249,87
Loja D;RJ;Produto Y;16;2023-09-26 00:00:00;213,37
Loja B;MG;Produto V;15;2024-06-16 00:00:00;365,59
Loja E;RJ;Produto X;11;2023-11-10 00:00:00;116,77
Loja B;RS;Produto Z;7;2023-04-30 00:00:00;200,3
Loja E;MG;Produto W;8;2024-04-25 00:00:00;374,83
Loja C;SP;Produto X;11;2023-04-30 00:00:00;355,34
Loja E;MG;Produto X;9;2024-12-10 00:00:00;108,85
Loja D;RJ;Produto X;7;2023-05-16 00:00:00;181,83
Loja A;RS;Produto W;15;2023-03-18 00:00:00;17,04
Loja E;MG;Produto Y;15;2023-12-20 00:00:00;269,78
Loja E;RS;Produto W;16;2023-02-27 00:00:00;147,66
Loja A;SP;Produto X;3;2023-03-27 00:00:00;15,81
Loja D;SP;Produto Z;16;2023-01-01 00:00:00;218,11
Loja B;PR;Produto X;15;2023-03-18 00:00:00;464,17
Loja E;PR;Produto Z;1;2024-06-05 00:00:00;462,47
Loja A;MG;Produto V;14;2024-03-19 00:00:00;192,33
Loja C;PR;Produto Z;11;2024-08-03 00:00:00;230,1
Loja A;RS;Produto X;3;2023-05-28 00:00:00;128,91
Loja C;PR;Produto W;9;2024-07-27 00:00:00;43,47
Loja D;RS;Produto X;6;2024-06-08 00:00:00;350,02
Loja B;PR;Produto X;16;2023-07-05 00:00:00;402,03
Loja A;PR;Produto V;11;2024-11-07 00:00:00;441,25
Loja E;PR;Produto Y;18;2024-06-05 00:00:00;468,29
Loja D;RJ;Produto X;17;2023-06-11 00:00:00;458,82
Loja A;RJ;Produto V;17;2023-10-17 00:00:00;23,42
Loja E;PR;Produto W;3;2024-02-25 00:00:00;489,27
Loja A;RS;Produto V;19;2023-07-15 00:00:00;195,96
Loja C;MG;Produto V;15;2023-02-03 00:00:00;444,19
Loja A;SP;Produto Z;10;2024-11-02 00:00:00;225,97
Loja A;RJ;Produto Y;8;2024-08-19 00:00:00;216,87
Loja A;PR;Produto Y;17;2024-07-23 00:00:00;15,48
Loja D;SP;Produto W;4;2024-02-12 00:00:00;35,7
Loja A;RJ;Produto V;8;2023-10-24 00:00:00;338,93
Loja E;MG;Produto W;2;2024-06-20 00:00:00;469,44
Loja C;RS;Produto W;8;2023-02-05 00:00:00;119,96
Loja C;PR;Produto Y;7;2023-09-21 00:00:00;56,02
Loja A;MG;Produto Y;9;2024-01-17 00:00:00;114,79
Loja D;RJ;Produto Y;18;2023-04-24 00:00:00;114,04
Loja D;PR;Produto X;17;2024-09-08 00:00:00;153,64
Loja E;SP;Produto V;1;2024-08-27 00:00:00;56,42
Loja A;RS;Produto W;12;2024-08-23 00:00:00;125,41
Loja C;RJ;Produto V;4;2024-03-18 00:00:00;461,42
Loja D;RS;Produto W;17;2023-06-12 00:00:00;446,21
Loja A;PR;Produto W;7;2023-02-07 00:00:00;164,99
Loja D;MG;Produto W;3;2023-04-02 00:00:00;498,48
Loja D;RS;Produto W;1;2024-09-22 00:00:00;156,19
Loja C;SP;Produto Z;19;2024-12-23 00:00:00;363,7
Loja B;RJ;Produto Z;2;2024-11-02 00:00:00;325,56
Loja E;SP;Produto X;6;2023-04-11 00:00:00;41,63
Loja E;RS;Produto Y;11;2024-05-21 00:00:00;177,73
Loja C;MG;Produto W;4;2023-06-28 00:00:00;476,23
Loja D;MG;Produto V;1;2023-10-11 00:00:00;34,92
Loja A;SP;Produto Z;11;2023-12-21 00:00:00;95,69
Loja D;PR;Produto Y;16;2023-10-24 00:00:00;485,76
Loja C;PR;Produto X;6;2024-06-18 00:00:00;29,5
Loja E;MG;Produto Y;11;2024-05-02 00:00:00;228,84
Loja D;SP;Produto W;8;2023-10-06 00:00:00;459,99
Loja E;SP;Produto Y;1;2024-06-27 00:00:00;472,4
Loja A;SP;Produto W;14;2024-10-11 00:00:00;489,87
Loja E;RS;Produto Z;2;2024-08-15 00:00:00;245,85
Loja E;PR;Produto Z;6;2023-12-21 00:00:00;52,38
Loja B;PR;Produto W;9;2023-11-15 00:00:00;388,62
Loja B;RS;Produto V;14;2023-07-14 00:00:00;357,4
Loja B;RJ;Produto Z;8;2023-04-03 00:00:00;294,01
Loja E;RS;Produto V;3;2024-03-08 00:00:00;445,24
Loja C;SP;Produto W;10;2024-07-11 00:00:00;456,67
Loja E;RS;Produto W;18;2023-01-27 00:00:00;344,79
Loja C;SP;Produto Z;9;2024-02-19 00:00:00;64,93
Loja C;MG;Produto V;9;2023-06-11 00:00:00;56,81
Loja B;SP;Produto W;19;2023-04-11 00:00:00;210,23
Loja D;PR;Produto Z;13;2024-11-29 00:00:00;153,42
Loja A;RS;Produto W;1;2024-04-17 00:00:00;75,16
Loja B;SP;Produto Y;17;2024-12-06 00:00:00;309,48
Loja B;RJ;Produto Y;4;2023-06-07 00:00:00;344,93
Loja D;MG;Produto Z;4;2024-05-06 00:00:00;352
Loja A;RJ;Produto W;16;2023-01-09 00:00:00;95,89
Loja E;RJ;Produto Z;16;2023-07-31 00:00:00;159,86
Loja E;RJ;Produto X;15;2024-03-14 00:00:00;107,54
Loja B;MG;Produto Z;6;2024-11-09 00:00:00;304,65
Loja A;MG;Produto Z;5;2023-04-21 00:00:00;287,87
Loja B;MG;Produto Y;10;2023-07-22 00:00:00;256,62
Loja C;MG;Produto Y;7;2023-03-06 00:00:00;155,07
Loja B;RJ;Produto W;7;2024-12-15 00:00:00;126,16
Loja B;PR;Produto Z;10;2023-06-10 00:00:00;446,3
Loja E;PR;Produto Z;10;2024-02-18 00:00:00;33,94
Loja E;MG;Produto W;15;2024-10-06 00:00:00;331,64
Loja E;RS;Produto V;6;2024-11-20 00:00:00;19,59
Loja C;SP;Produto W;2;2024-12-05 00:00:00;104,98
Loja E;RS;Produto Y;8;2023-09-23 00:00:00;151,85
Loja A;RS;Produto Y;15;2024-07-25 00:00:00;444,38
Loja D;RS;Produto Z;18;2023-07-24 00:00:00;77,49
Loja A;PR;Produto Y;5;2024-10-28 00:00:00;469,53
Loja A;SP;Produto W;4;2024-08-06 00:00:00;409,57
Loja E;RS;Produto Z;10;2023-06-05 00:00:00;342,73
Loja D;MG;Produto W;19;2023-06-22 00:00:00;211,76
Loja D;PR;Produto W;14;2023-11-04 00:00:00;453,58
Loja D;MG;Produto Z;13;2024-03-25 00:00:00;268,7
Loja C;MG;Produto V;10;2023-03-03 00:00:00;191,89
Loja E;RS;Produto Y;6;2024-01-08 00:00:00;296,96
Loja D;MG;Produto X;13;2024-04-04 00:00:00;123,81
Loja C;SP;Produto X;11;2024-04-19 00:00:00;143,71
Loja B;MG;Produto X;15;2024-01-16 00:00:00;460,46
Loja B;RS;Produto Y;2;2024-12-17 00:00:00;399,02
Loja C;MG;Produto V;15;2024-07-25 00:00:00;261,62
Loja C;PR;Produto W;19;2023-03-27 00:00:00;214,12
Loja E;PR;Produto Z;17;2023-05-23 00:00:00;405,71
Loja E;PR;Produto V;18;2023-01-07 00:00:00;289,61
Loja B;RJ;Produto X;6;2023-10-22 00:00:00;213,37
Loja D;PR;Produto Y;15;2024-11-21 00:00:00;262,57
Loja B;PR;Produto Y;17;2024-06-02 00:00:00;124,03
Loja D;RJ;Produto Z;9;2024-10-13 00:00:00;108,97
Loja D;PR;Produto W;12;2024-06-09 00:00:00;494,65
Loja E;RS;Produto V;5;2023-02-03 00:00:00;485,1
Loja A;PR;Produto V;14;2023-11-25 00:00:00;216,21
Loja A;PR;Produto V;8;2024-08-31 00:00:00;262,48
Loja C;RJ;Produto W;17;2024-09-29 00:00:00;415,33
Loja E;RS;Produto W;9;2023-02-03 00:00:00;365,66
Loja D;MG;Produto W;3;2024-02-10 00:00:00;58,78
Loja A;SP;Produto Z;7;2023-01-18 00:00:00;193,56
Loja D;RS;Produto Y;12;2024-03-05 00:00:00;132,57
Loja A;MG;Produto X;3;2024-03-03 00:00:00;496,39
Loja A;RS;Produto W;9;2023-10-20 00:00:00;376,86
Loja A;MG;Produto Y;14;2024-08-02 00:00:00;33,4
Loja E;MG;Produto W;18;2023-03-21 00:00:00;451,02
Loja B;RS;Produto X;11;2023-03-27 00:00:00;464,7
Loja D;RJ;Produto W;4;2024-07-25 00:00:00;173,3
Loja E;RS;Produto Y;8;2023-02-17 00:00:00;324,57
Loja E;RS;Produto Z;18;2024-11-21 00:00:00;344,2
Loja E;MG;Produto X;13;2023-03-25 00:00:00;367,48
Loja E;SP;Produto Y;4;2024-08-29 00:00:00;349,82
Loja E;MG;Produto V;10;2023-11-04 00:00:00;284,26
Loja C;PR;Produto V;8;2023-09-09 00:00:00;477,38
Loja D;RS;Produto V;12;2024-04-25 00:00:00;261,06
Loja E;RS;Produto Z;19;2023-06-29 00:00:00;64,35
Loja D;RJ;Produto W;12;2024-08-18 00:00:00;49,41
Loja C;MG;Produto W;2;2023-11-06 00:00:00;19
Loja C;RJ;Produto W;8;2024-03-01 00:00:00;219,68
Loja D;RS;Produto Z;13;2024-04-30 00:00:00;143,89
Loja A;MG;Produto V;1;2024-10-23 00:00:00;448,66
Loja B;MG;Produto W;3;2023-02-08 00:00:00;434,9
Loja A;PR;Produto Z;2;2023-10-06 00:00:00;420,54
Loja A;PR;Produto Z;8;2024-09-16 00:00:00;434,97
Loja A;SP;Produto Y;3;2024-01-11 00:00:00;155,83
Loja E;PR;Produto W;15;2024-09-30 00:00:00;218,8
Loja C;MG;Produto V;2;2023-02-10 00:00:00;162,75
Loja A;PR;Produto X;17;2024-10-31 00:00:00;52,18
Loja C;SP;Produto Z;6;2024-12-18 00:00:00;462,78
Loja D;RS;Produto Y;1;2023-02-16 00:00:00;311,8
Loja B;PR;Produto X;4;2024-04-28 00:00:00;74,95
Loja D;MG;Produto Z;19;2023-07-04 00:00:00;110,97
Loja D;RS;Produto Y;7;2023-03-13 00:00:00;230,87
Loja E;MG;Produto W;14;2024-07-22 00:00:00;35,43
Loja B;RS;Produto Y;14;2024-07-27 00:00:00;143,28
Loja D;MG;Produto Z;10;2023-12-08 00:00:00;354,69
Loja D;PR;Produto W;7;2024-07-22 00:00:00;461
Loja B;PR;Produto V;16;2023-08-31 00:00:00;465,08
Loja B;SP;Produto Y;4;2023-11-24 00:00:00;264,81
Loja D;RS;Produto X;7;2024-09-27 00:00:00;162,96
Loja B;SP;Produto W;15;2023-06-02 00:00:00;461,17
Loja D;RJ;Produto W;17;2023-09-12 00:00:00;395,45
Loja D;PR;Produto V;3;2024-12-29 00:00:00;297,68
Loja E;RS;Produto Y;16;2024-02-28 00:00:00;418,93
Loja A;SP;Produto X;2;2023-08-20 00:00:00;234,83
Loja D;SP;Produto V;7;2024-06-12 00:00:00;64,98
Loja C;RJ;Produto Y;16;2024-08-14 00:00:00;469,74
Loja A;SP;Produto X;9;2024-05-10 00:00:00;271,66
Loja A;MG;Produto X;12;2023-06-25 00:00:00;350,69
Loja A;PR;Produto Z;1;2024-07-04 00:00:00;202,22
Loja E;SP;Produto X;14;2023-05-23 00:00:00;76,51
Loja D;SP;Produto Y;11;2023-01-17 00:00:00;143,22
Loja E;RJ;Produto V;18;2023-09-06 00:00:00;31,4
Loja D;MG;Produto V;5;2023-02-04 00:00:00;52,91
Loja E;SP;Produto Z;15;2023-05-26 00:00:00;110,41
Loja E;PR;Produto Y;7;2024-12-27 00:00:00;284,9
Loja C;PR;Produto X;14;2023-06-14 00:00:00;496,51
Loja E;SP;Produto Z;8;2023-04-21 00:00:00;423,42
Loja B;MG;Produto W;4;2024-10-08 00:00:00;52,07
Loja C;PR;Produto Y;3;2023-03-15 00:00:00;422,75
Loja E;PR;Produto Z;12;2024-10-29 00:00:00;272,79
Loja A;MG;Produto V;18;2024-12-27 00:00:00;333,56
Loja B;MG;Produto Z;15;2023-12-20 00:00:00;73,59
Loja B;SP;Produto W;11;2023-10-01 00:00:00;203,77
Loja B;RS;Produto Y;11;2023-10-06 00:00:00;443,22
Loja C;RJ;Produto Z;12;2024-10-21 00:00:00;218,43
Loja E;RS;Produto X;19;2023-01-31 00:00:00;72,29
Loja E;RS;Produto Y;17;2024-06-09 00:00:00;162,43
Loja A;PR;Produto Z;6;2024-06-18 00:00:00;118,54
Loja A;MG;Produto Z;8;2024-05-24 00:00:00;346,58
Loja B;PR;Produto Y;15;2024-05-28 00:00:00;456,4
Loja A;RJ;Produto V;10;2023-06-27 00:00:00;369,41
Loja C;SP;Produto X;15;2023-11-25 00:00:00;423,37
Loja E;RJ;Produto Y;12;2024-07-24 00:00:00;404,85
Loja B;PR;Produto X;11;2024-11-18 00:00:00;17,16
Loja A;PR;Produto X;18;2023-06-21 00:00:00;70,94
Loja C;PR;Produto Y;5;2024-01-31 00:00:00;217,46
Loja C;PR;Produto Z;12;2024-08-17 00:00:00;64,92
Loja A;RS;Produto V;5;2023-02-04 00:00:00;370,12
Loja E;SP;Produto X;10;2023-10-24 00:00:00;44,39
Loja A;RS;Produto X;14;2024-04-13 00:00:00;213,96
Loja B;PR;Produto Z;16;2024-05-09 00:00:00;202,22
Loja A;MG;Produto Y;5;2024-09-13 00:00:00;276,29
Loja C;RS;Produto V;11;2023-08-23 00:00:00;318,39
Loja A;PR;Produto X;19;2023-02-08 00:00:00;474,01
Loja E;PR;Produto X;8;2023-08-07 00:00:00;142,88
Loja D;SP;Produto Y;19;2023-08-05 00:00:00;336,33
Loja A;RJ;Produto Z;18;2024-12-06 00:00:00;27,19
Loja E;RS;Produto W;12;2024-11-05 00:00:00;10,49
Loja E;RS;Produto Z;13;2024-09-19 00:00:00;22,43
Loja C;RS;Produto X;18;2024-11-03 00:00:00;229,97
Loja E;PR;Produto X;15;2024-08-23 00:00:00;281,96
Loja E;SP;Produto V;15;2024-02-24 00:00:00;13,04
Loja E;PR;Produto Z;12;2024-10-14 00:00:00;204,24
Loja E;PR;Produto W;9;2023-06-23 00:00:00;30,02
Loja B;MG;Produto V;19;2024-12-13 00:00:00;330,11
Loja B;SP;Produto W;12;2023-04-23 00:00:00;319,3
Loja C;RS;Produto V;5;2023-06-23 00:00:00;394,25
Loja A;RJ;Produto Z;10;2023-03-15 00:00:00;277,67
Loja E;RS;Produto X;7;2024-09-28 00:00:00;315,25
Loja A;PR;Produto W;11;2024-06-19 00:00:00;146,92
Loja A;SP;Produto Z;8;2023-02-01 00:00:00;51,87
Loja C;SP;Produto W;7;2023-09-11 00:00:00;371,28
Loja E;SP;Produto Z;16;2024-05-11 00:00:00;309,81
Loja E;MG;Produto V;16;2023-04-23 00:00:00;469,78
Loja D;RS;Produto Z;14;2023-07-14 00:00:00;494,72
Loja A;MG;Produto V;15;2024-06-11 00:00:00;425,17
Loja A;RJ;Produto X;9;2024-03-16 00:00:00;492,95
Loja B;PR;Produto V;16;2024-05-03 00:00:00;327,25
Loja D;MG;Produto Y;16;2024-05-11 00:00:00;55,06
Loja B;MG;Produto X;5;2024-12-24 00:00:00;54,02
Loja B;PR;Produto Z;3;2024-09-11 00:00:00;405,49
Loja B;SP;Produto Z;13;2023-01-24 00:00:00;126,06
Loja C;PR;Produto Y;8;2023-10-17 00:00:00;39,88
Loja C;RS;Produto Z;17;2023-11-04 00:00:00;241,41
Loja B;PR;Produto X;5;2023-10-31 00:00:00;164,18
Loja D;SP;Produto X;6;2024-09-22 00:00:00;298,19
Loja A;PR;Produto V;2;2024-11-23 00:00:00;304,07
Loja D;MG;Produto W;14;2023-02-07 00:00:00;343,94
Loja E;RJ;Produto Z;4;2024-01-21 00:00:00;292,46
Loja C;MG;Produto Y;3;2024-08-03 00:00:00;196,65
Loja A;RJ;Produto X;9;2023-03-23 00:00:00;21,6
Loja A;PR;Produto X;18;2023-04-28 00:00:00;453,49
Loja E;RS;Produto X;12;2023-02-19 00:00:00;170,19
Loja E;PR;Produto W;9;2024-10-30 00:00:00;258,5
Loja B;SP;Produto W;18;2023-03-15 00:00:00;282,9
Loja C;PR;Produto Z;13;2024-11-25 00:00:00;164,28
Loja C;RJ;Produto Y;14;2023-04-16 00:00:00;161,16
Loja D;MG;Produto W;10;2024-12-01 00:00:00;137,82
Loja B;RS;Produto V;3;2024-08-21 00:00:00;129,24
Loja B;PR;Produto W;7;2023-11-22 00:00:00;24,89
Loja B;PR;Produto X;18;2024-11-14 00:00:00;479,38
Loja B;MG;Produto Y;16;2023-12-22 00:00:00;301,7
Loja C;RS;Produto Z;17;2024-04-12 00:00:00;62,95
Loja C;PR;Produto W;6;2024-10-17 00:00:00;300,06
Loja B;PR;Produto X;12;2023-10-11 00:00:00;123,8
Loja D;RJ;Produto V;19;2023-07-04 00:00:00;162,23
Loja A;RJ;Produto V;3;2023-06-03 00:00:00;402,57
Loja A;SP;Produto Z;3;2023-04-28 00:00:00;444,04
Loja D;MG;Produto Z;18;2023-09-24 00:00:00;352,91
Loja B;RS;Produto W;11;2024-01-20 00:00:00;466,96
Loja C;PR;Produto Z;6;2023-09-12 00:00:00;453,46
Loja A;PR;Produto X;19;2023-08-29 00:00:00;280,07
Loja E;SP;Produto X;5;2023-06-20 00:00:00;454,84
Loja E;PR;Produto X;13;2024-09-08 00:00:00;277,05
Loja D;MG;Produto W;5;2024-07-01 00:00:00;61,09
Loja B;SP;Produto W;3;2024-07-31 00:00:00;416,43
Loja A;MG;Produto Z;19;2023-07-04 00:00:00;74,29
Loja B;SP;Produto W;17;2024-12-02 00:00:00;164,82
Loja A;PR;Produto X;3;2024-10-28 00:00:00;196,1
Loja D;SP;Produto Y;15;2024-02-14 00:00:00;405,57
Loja D;RJ;Produto X;17;2024-10-14 00:00:00;50,93
Loja E;RS;Produto Y;13;2024-08-10 00:00:00;228,02
Loja B;PR;Produto Z;14;2023-05-26 00:00:00;223,99
Loja E;RS;Produto V;16;2023-02-07 00:00:00;295,26
Loja B;PR;Produto W;11;2024-05-04 00:00:00;183,4
Loja E;RS;Produto W;17;2023-09-19 00:00:00;292,81
Loja C;RJ;Produto X;5;2023-05-06 00:00:00;493,09
Loja C;RS;Produto X;15;2024-08-26 00:00:00;45,06
Loja C;SP;Produto Y;18;2023-12-11 00:00:00;438,57
Loja C;RS;Produto W;16;2023-09-18 00:00:00;161,23
Loja A;PR;Produto Z;14;2024-03-18 00:00:00;238,2
Loja C;MG;Produto X;14;2023-04-18 00:00:00;373,15
Loja D;RS;Produto W;13;2024-07-10 00:00:00;455,92
Loja D;RS;Produto V;1;2024-03-12 00:00:00;14,45
Loja A;RS;Produto Y;6;2024-05-28 00:00:00;334,47
Loja C;PR;Produto X;11;2024-12-13 00:00:00;44,08
Loja C;RS;Produto X;11;2023-03-31 00:00:00;267,58
Loja C;PR;Produto Z;16;2023-08-03 00:00:00;377,38
Loja E;PR;Produto X;3;2024-09-18 00:00:00;93,07
Loja B;MG;Produto W;17;2023-11-15 00:00:00;384,25
Loja E;SP;Produto W;14;2024-08-26 00:00:00;161,67
Loja B;PR;Produto W;2;2024-11-28 00:00:00;309,17
Loja C;RJ;Produto V;9;2024-10-31 00:00:00;332,44
Loja C;RS;Produto V;8;2023-02-26 00:00:00;328
Loja E;RJ;Produto X;11;2024-07-12 00:00:00;19,09
Loja E;RS;Produto V;7;2024-02-06 00:00:00;84,61
Loja B;MG;Produto V;2;2023-08-10 00:00:00;429,54
Loja D;PR;Produto Z;4;2024-04-19 00:00:00;470,52
Loja B;SP;Produto V;14;2023-04-18 00:00:00;286,2
Loja E;PR;Produto Y;13;2023-06-29 00:00:00;302,52
Loja E;RS;Produto Y;13;2023-06-26 00:00:00;379,96
Loja A;SP;Produto Y;13;2024-05-01 00:00:00;208,99
Loja E;PR;Produto X;5;2024-02-18 00:00:00;170,73
Loja A;SP;Produto W;12;2024-11-22 00:00:00;386,42
Loja D;RS;Produto Z;6;2023-02-06 00:00:00;23,86
Loja B;MG;Produto X;14;2024-07-28 00:00:00;443,82
Loja B;MG;Produto W;8;2023-09-25 00:00:00;226,04
Loja A;PR;Produto Z;8;2024-01-23 00:00:00;257,07
Loja B;RJ;Produto Z;7;2023-12-20 00:00:00;320,8
Loja E;RS;Produto Z;17;2023-09-27 00:00:00;144,45
Loja C;PR;Produto Y;11;2023-09-26 00:00:00;302,72
Loja A;PR;Produto Y;10;2024-03-17 00:00:00;349,59
Loja B;MG;Produto Y;13;2023-11-01 00:00:00;67,79
Loja A;SP;Produto Z;10;2023-09-03 00:00:00;265,03
Loja A;RS;Produto Z;14;2023-06-27 00:00:00;171,42
Loja C;SP;Produto Y;9;2023-03-08 00:00:00;283,11
Loja E;RS;Produto Z;7;2023-10-04 00:00:00;20,43
Loja A;RJ;Produto Y;7;2023-07-27 00:00:00;373,91
Loja B;MG;Produto Y;18;2023-11-03 00:00:00;92,52
Loja D;RJ;Produto Y;16;2024-07-03 00:00:00;347,8
Loja A;PR;Produto W;8;2024-09-22 00:00:00;386,72
Loja A;MG;Produto Z;16;2024-06-21 00:00:00;378,78
Loja C;PR;Produto X;19;2024-06-01 00:00:00;410,58
Loja E;RJ;Produto Y;15;2023-10-01 00:00:00;160,8
Loja D;RS;Produto X;15;2023-08-21 00:00:00;483,89
Loja B;PR;Produto W;6;2023-04-24 00:00:00;21,67
Loja D;SP;Produto Z;9;2023-05-14 00:00:00;245,79
Loja B;RS;Produto Y;15;2024-02-29 00:00:00;142,44
Loja E;RS;Produto Y;7;2024-11-20 00:00:00;372,54
Loja B;RJ;Produto Y;8;2023-01-25 00:00:00;404,56
Loja C;RJ;Produto X;18;2024-07-13 00:00:00;412,97
Loja C;MG;Produto W;16;2023-10-07 00:00:00;155,48
Loja C;MG;Produto Z;15;2023-12-09 00:00:00;144,33
Loja C;SP;Produto W;3;2023-03-13 00:00:00;341,7
Loja D;RS;Produto Y;1;2023-07-20 00:00:00;464,81
Loja E;SP;Produto W;13;2023-11-22 00:00:00;134,56
Loja B;SP;Produto X;12;2023-02-02 00:00:00;456,19
Loja B;RJ;Produto V;9;2023-04-07 00:00:00;299,82
Loja C;SP;Produto V;2;2024-07-10 00:00:00;371,59
Loja C;SP;Produto Z;9;2023-09-20 00:00:00;225,55
Loja A;PR;Produto Z;8;2023-03-11 00:00:00;405,36
Loja E;MG;Produto W;5;2023-10-20 00:00:00;485,54
Loja D;MG;Produto Z;13;2024-12-30 00:00:00;93,58
Loja B;RS;Produto X;2;2023-07-26 00:00:00;198,92
Loja A;MG;Produto Y;10;2023-06-21 00:00:00;432,6
Loja A;RS;Produto Y;6;2024-01-30 00:00:00;96,57
Loja B;PR;Produto W;7;2023-09-13 00:00:00;212,35
Loja D;MG;Produto Y;3;2023-09-21 00:00:00;91,4
Loja A;PR;Produto W;14;2023-09-21 00:00:00;327,7
Loja A;MG;Produto Z;16;2024-05-31 00:00:00;126,78
Loja E;MG;Produto Z;6;2023-01-10 00:00:00;196,59
Loja D;PR;Produto X;8;2023-09-28 00:00:00;250,66
Loja A;SP;Produto Y;1;2023-11-08 00:00:00;155,59
Loja D;SP;Produto X;15;2024-01-05 00:00:00;343,15
Loja B;SP;Produto V;17;2024-07-20 00:00:00;64,51
Loja C;SP;Produto X;18;2024-07-06 00:00:00;441,1
Loja A;MG;Produto W;3;2024-10-11 00:00:00;245,86
Loja E;RJ;Produto W;6;2024-01-26 00:00:00;290,68
Loja B;PR;Produto X;17;2023-04-25 00:00:00;314,84
Loja D;RJ;Produto Z;13;2024-07-28 00:00:00;39,24
Loja B;RJ;Produto V;17;2023-12-10 00:00:00;380,93
Loja A;RS;Produto X;16;2024-02-14 00:00:00;473,51
Loja D;SP;Produto Z;17;2024-06-29 00:00:00;264,75
Loja C;MG;Produto X;1;2024-01-13 00:00:00;201,53
Loja B;SP;Produto Y;16;2024-03-31 00:00:00;394,55
Loja A;SP;Produto W;6;2024-02-27 00:00:00;362,97
Loja E;RJ;Produto Y;8;2024-03-19 00:00:00;328,98
Loja D;RS;Produto Y;1;2023-07-16 00:00:00;483,02
Loja B;SP;Produto V;2;2023-12-29 00:00:00;295,07
Loja B;PR;Produto Z;15;2024-02-14 00:00:00;131,7
Loja C;PR;Produto W;5;2024-07-27 00:00:00;22,14
Loja C;SP;Produto Y;15;2024-01-29 00:00:00;232,2
Loja E;RJ;Produto W;10;2024-05-23 00:00:00;329,64
Loja E;RJ;Produto Z;5;2024-07-19 00:00:00;94,35
Loja A;MG;Produto X;3;2024-11-01 00:00:00;22,62
Loja A;RS;Produto Y;6;2023-10-21 00:00:00;455,45
Loja E;RJ;Produto Z;15;2023-01-25 00:00:00;157,95
Loja E;MG;Produto W;18;2023-08-25 00:00:00;238,36
Loja D;PR;Produto Z;14;2024-04-05 00:00:00;54,62
Loja C;PR;Produto X;10;2023-11-17 00:00:00;196,99
Loja A;PR;Produto Z;4;2023-04-10 00:00:00;217,65
Loja C;SP;Produto W;11;2024-11-20 00:00:00;452,34
Loja C;RS;Produto Y;7;2024-02-12 00:00:00;434,07
Loja E;MG;Produto Y;15;2023-06-04 00:00:00;102,61
Loja D;RS;Produto V;9;2024-03-09 00:00:00;282,47
Loja B;SP;Produto W;15;2024-03-09 00:00:00;368,31
Loja D;MG;Produto V;12;2023-05-23 00:00:00;153,01
Loja D;MG;Produto V;18;2024-06-12 00:00:00;203,27
